corpus	relative_path	kind	bytes	sha256	source_root	source_relative_path
advisory	1999/CVE-1999-0182.md	text	579	e4b658cddbc1b168c899aed2fb5e4cddced836719f19eebaf328cf549d5daf2b	ah-puch-private-reference://advisory	1999/CVE-1999-0182.md
advisory	1999/CVE-1999-0192.md	text	1863	2f9a14eb39e27950e78cf50ea278c19c2e9e8202ddfc191d0cab17cae09779f0	ah-puch-private-reference://advisory	1999/CVE-1999-0192.md
advisory	1999/CVE-1999-0195.md	text	623	7b6cebfa2a93037f304f5400de3b2e015ab0991b8754f72d2c0b69991d55692b	ah-puch-private-reference://advisory	1999/CVE-1999-0195.md
advisory	1999/CVE-1999-0199.md	text	740	9c2ef5d02fb70858a545d98c85b29043ffa52462064e50f765aa6191d5778504	ah-puch-private-reference://advisory	1999/CVE-1999-0199.md
advisory	1999/CVE-1999-0201.md	text	890	ae88359580be30b86b36486384b4eea3b751e4e1f1535311de57e3064986fb6f	ah-puch-private-reference://advisory	1999/CVE-1999-0201.md
advisory	1999/CVE-1999-0206.md	text	600	9483e986fecd416ea5065dc7d1dd4682c6713637550aaaa65066de14e68359a1	ah-puch-private-reference://advisory	1999/CVE-1999-0206.md
advisory	1999/CVE-1999-0209.md	text	576	bfd5308ec2836242d5f9fe96cf97b71b2f2a46d156df388e9e69b366d7d091a7	ah-puch-private-reference://advisory	1999/CVE-1999-0209.md
advisory	1999/CVE-1999-0211.md	text	612	0cb22bfa3b18006e13e76bf530ff5e99460f5112755365f5a9a533a890f5fa39	ah-puch-private-reference://advisory	1999/CVE-1999-0211.md
advisory	1999/CVE-1999-0220.md	text	524	fd9a2926fff0ce743fefc0fe5a007f79d922b0091f26c4aa7d2c287eeb59726b	ah-puch-private-reference://advisory	1999/CVE-1999-0220.md
advisory	1999/CVE-1999-0221.md	text	534	3fdb84efcfa5ccc16e6854d7da853ff5da3535df4289e31301495de006768e94	ah-puch-private-reference://advisory	1999/CVE-1999-0221.md
advisory	1999/CVE-1999-0224.md	text	531	4904d2459889af011e65689773e0ccc72c4ec1e2d8fc6e7c09d210c80566f727	ah-puch-private-reference://advisory	1999/CVE-1999-0224.md
advisory	1999/CVE-1999-0225.md	text	657	fadba9e8e19eb83a0b4309746e4c1c621c125482b23bc115dcbc02f16fae164f	ah-puch-private-reference://advisory	1999/CVE-1999-0225.md
advisory	1999/CVE-1999-0232.md	text	526	0b348f9b4c4313cdf7770dd9f84dec2fa3cf0e7474db7643af4af0660ad174c7	ah-puch-private-reference://advisory	1999/CVE-1999-0232.md
advisory	1999/CVE-1999-0236.md	text	588	26920a409cbd94776c0d847ad58873500ff8a6f1ac1d7e902e5c3f5e7d41b324	ah-puch-private-reference://advisory	1999/CVE-1999-0236.md
advisory	1999/CVE-1999-0247.md	text	588	55193c15e85ffc945d46e086c791f58ca0313a39485f2f89619dde69fa78ad75	ah-puch-private-reference://advisory	1999/CVE-1999-0247.md
advisory	1999/CVE-1999-0249.md	text	533	68fcd72ec75aa3e5467881a65812b526e4c743bd3695e9f4149f7538834ee213	ah-puch-private-reference://advisory	1999/CVE-1999-0249.md
advisory	1999/CVE-1999-0251.md	text	543	13df32cafc6a0ece38314cbd30be4467bb802763993aff28d0faebea865226f9	ah-puch-private-reference://advisory	1999/CVE-1999-0251.md
advisory	1999/CVE-1999-0256.md	text	634	8eb83bf951a6c9b73cc63ff81275fa5847b65a31f2f7c57cddc5d03a403fe3df	ah-puch-private-reference://advisory	1999/CVE-1999-0256.md
advisory	1999/CVE-1999-0269.md	text	566	f5d028a0a1d9c72781567d2b099bfa6c4501454a0b133d97a55b5180ad11a575	ah-puch-private-reference://advisory	1999/CVE-1999-0269.md
advisory	1999/CVE-1999-0278.md	text	607	5792b0579afddfce8497b2590ad2eeb38d208ffe2f3095b929328bd7798965c7	ah-puch-private-reference://advisory	1999/CVE-1999-0278.md
advisory	1999/CVE-1999-0285.md	text	568	8d2f4c1bb2b2a0a23da95f238feef131845c864fbe40392c983d0768162c1af6	ah-puch-private-reference://advisory	1999/CVE-1999-0285.md
advisory	1999/CVE-1999-0291.md	text	585	de06ee2b18e37690ffe49811eb9ee7ce0f69b92dc682643d9710ec7434de4195	ah-puch-private-reference://advisory	1999/CVE-1999-0291.md
advisory	1999/CVE-1999-0298.md	text	646	183f7e5a540b26b9e402e3b79f735aa11cb7e8f7bf9527731060c92ee0da8f21	ah-puch-private-reference://advisory	1999/CVE-1999-0298.md
advisory	1999/CVE-1999-0372.md	text	573	a3b0b139eabc4dd5e28f6d0e38ab3fcb91ab1e00081d7ea619c618a9f83dee36	ah-puch-private-reference://advisory	1999/CVE-1999-0372.md
advisory	1999/CVE-1999-0426.md	text	589	5fa8967d5d59335d3b5b0243570e9c99d70a3f9be9e42d03977e9a4c9f499fda	ah-puch-private-reference://advisory	1999/CVE-1999-0426.md
advisory	1999/CVE-1999-0428.md	text	584	8733d63556fab1bb7667a20b0aac56327f9062c1210f14ca6abb645b87d92867	ah-puch-private-reference://advisory	1999/CVE-1999-0428.md
advisory	1999/CVE-1999-0454.md	text	662	205a0e2d31a19df23321cca080d06322045895acf5b9ec9b415ee6988abd20ae	ah-puch-private-reference://advisory	1999/CVE-1999-0454.md
advisory	1999/CVE-1999-0502.md	text	514	58293e950353dfec76e2958a2a2835184629d648b6a54c8b80813bc465169a99	ah-puch-private-reference://advisory	1999/CVE-1999-0502.md
advisory	1999/CVE-1999-0505.md	text	532	cece3d42deaa27ced8702a547bc5d297f7902ee3a0df0fb4fec7bfbf919b3ee2	ah-puch-private-reference://advisory	1999/CVE-1999-0505.md
advisory	1999/CVE-1999-0507.md	text	540	640e9ff6073582b105d88b1043ca5e0f7126a43a6f2db2349d125566aa08c62a	ah-puch-private-reference://advisory	1999/CVE-1999-0507.md
advisory	1999/CVE-1999-0519.md	text	511	c7a5a2390403037dbef87844630e61af9f48efe895d21f13a1e3da83b2875555	ah-puch-private-reference://advisory	1999/CVE-1999-0519.md
advisory	1999/CVE-1999-0523.md	text	506	070323c5f82fbb7bca79632043078cbdd6bd1dad7f8ce9972f8f925b5d2b2326	ah-puch-private-reference://advisory	1999/CVE-1999-0523.md
advisory	1999/CVE-1999-0524.md	text	631	870e58c9b006f8ebd7c1a5738f1f7634ea62efacf23a3f1f0f849907820743f3	ah-puch-private-reference://advisory	1999/CVE-1999-0524.md
advisory	1999/CVE-1999-0525.md	text	503	f39ab9f6bf557fe55c4b02e03214787bc756eb1103048573fa662b2d679106b8	ah-puch-private-reference://advisory	1999/CVE-1999-0525.md
advisory	1999/CVE-1999-0527.md	text	696	d1d44e7dc85beafa06eb560ba57dfa3dda1faf30158d80993dc8df7becb25798	ah-puch-private-reference://advisory	1999/CVE-1999-0527.md
advisory	1999/CVE-1999-0532.md	text	685	61232ad4c2d57b989b1574a5465b207800bfb129c501469a6d0760ab86ce609c	ah-puch-private-reference://advisory	1999/CVE-1999-0532.md
advisory	1999/CVE-1999-0537.md	text	612	62600a3f27a01651e2928cd5f862dca37e77d81d802fa375cf4df4c5b9e1aa86	ah-puch-private-reference://advisory	1999/CVE-1999-0537.md
advisory	1999/CVE-1999-0541.md	text	505	9c397aba64b8e9df5a779396cb1f9b9da5428369cbab2784e2ad5f5fddabb4b6	ah-puch-private-reference://advisory	1999/CVE-1999-0541.md
advisory	1999/CVE-1999-0546.md	text	497	51354304d7671e4f17c57e6b2b86ea0f473789b8dc12a26d2d38bed434f40917	ah-puch-private-reference://advisory	1999/CVE-1999-0546.md
advisory	1999/CVE-1999-0550.md	text	520	37a23bc904368f4f16faa4062beef7ea5f60a5bbfab3398c93c9ab7c44f5215e	ah-puch-private-reference://advisory	1999/CVE-1999-0550.md
advisory	1999/CVE-1999-0554.md	text	525	cbcc53314bb07a9f7f25d76e371e53df678769f0605b05bde561045686daaa24	ah-puch-private-reference://advisory	1999/CVE-1999-0554.md
advisory	1999/CVE-1999-0559.md	text	528	8e9d3be585e21170bdcb25b9d58e93023d0feb9fbaa8a45001d3171cf188c9bb	ah-puch-private-reference://advisory	1999/CVE-1999-0559.md
advisory	1999/CVE-1999-0561.md	text	528	703af2ed98ba82c77b5e46a6cf8c537ee5e808747b1c38dcc63f6b826cb5c60a	ah-puch-private-reference://advisory	1999/CVE-1999-0561.md
advisory	1999/CVE-1999-0565.md	text	512	e84798e77948a9e58cf98fad2309509bacb5afa2b6d4a2e0161154b19fa91712	ah-puch-private-reference://advisory	1999/CVE-1999-0565.md
advisory	1999/CVE-1999-0569.md	text	600	78ab8db973aa29b40634e47520d4c76dbc7ebc32b27918bcbe450c8999a122fe	ah-puch-private-reference://advisory	1999/CVE-1999-0569.md
advisory	1999/CVE-1999-0575.md	text	714	e1a409ead36a0e18c3cb35346647e94787448a68db52ec70145c6af315aed76b	ah-puch-private-reference://advisory	1999/CVE-1999-0575.md
advisory	1999/CVE-1999-0580.md	text	554	ec5441354392a8468c725ff839125dc7a364a749fbf00333f0ff14dea937e499	ah-puch-private-reference://advisory	1999/CVE-1999-0580.md
advisory	1999/CVE-1999-0581.md	text	553	4f8602721931b25c25144edbf922cd88074cc8706e67a8f4dfd86e605fab2960	ah-puch-private-reference://advisory	1999/CVE-1999-0581.md
advisory	1999/CVE-1999-0582.md	text	605	6b5a40e46698887e13f49d9416e4ce06d4dc2a9984d4f0fcbddefed4eec530bf	ah-puch-private-reference://advisory	1999/CVE-1999-0582.md
advisory	1999/CVE-1999-0586.md	text	508	a2bc92880ff625c88fa25dcc2d113889d642436ef30bbff512b798fb5bd173ad	ah-puch-private-reference://advisory	1999/CVE-1999-0586.md
advisory	1999/CVE-1999-0589.md	text	529	e9ac93d4c5a7e66f3a7bb51c40a3d76757c21f5164d35cc479c021bf60b6e277	ah-puch-private-reference://advisory	1999/CVE-1999-0589.md
advisory	1999/CVE-1999-0603.md	text	651	b60d71854b5d79bc5a3cdb925ada2f240b68c29d3399f62bf2136e340760242e	ah-puch-private-reference://advisory	1999/CVE-1999-0603.md
advisory	1999/CVE-1999-0611.md	text	526	d025efc9e34bfa9fb64d5fbaf479a6d172164c169e1d0dee36878e9dceda0396	ah-puch-private-reference://advisory	1999/CVE-1999-0611.md
advisory	1999/CVE-1999-0612.md	text	553	43e76ab5ef21328bcc472652ebeec9823fc11e896e846752d11dba4e89f64e82	ah-puch-private-reference://advisory	1999/CVE-1999-0612.md
advisory	1999/CVE-1999-0613.md	text	491	5a084fb564e5798d8770011970d51d7ce879fd2aea7d3ec044daca83ca8addc1	ah-puch-private-reference://advisory	1999/CVE-1999-0613.md
advisory	1999/CVE-1999-0624.md	text	493	b9cc78a59116a463ec18be8bff936a37fa1596a653f2b3bf0b020b835be511b5	ah-puch-private-reference://advisory	1999/CVE-1999-0624.md
advisory	1999/CVE-1999-0626.md	text	553	78e9187d9f99601ae986362f01042462605324d3812ae15a11cc0a46ad8fe701	ah-puch-private-reference://advisory	1999/CVE-1999-0626.md
advisory	1999/CVE-1999-0637.md	text	487	2b598a94b31d89b4c4a1228094c8a80ee56b379ac35f5641b8f5b2c5cf300a5a	ah-puch-private-reference://advisory	1999/CVE-1999-0637.md
advisory	1999/CVE-1999-0639.md	text	488	1c8512c07f6947ff53fc99af6c2bcab46ffee703d1e79559fbcd1551ac0090fa	ah-puch-private-reference://advisory	1999/CVE-1999-0639.md
advisory	1999/CVE-1999-0657.md	text	479	f73db3b5e79c9d87e2b71d0b5574a503ad993223ea4b95cb62e0affdfed3ab95	ah-puch-private-reference://advisory	1999/CVE-1999-0657.md
advisory	1999/CVE-1999-0661.md	text	727	78b4b0de725687182ad04ee16fa99258a52405781ec43267bf88c72876552b58	ah-puch-private-reference://advisory	1999/CVE-1999-0661.md
advisory	1999/CVE-1999-0663.md	text	588	854a91018688708b783413d4ff2a19dc1a5d30e54dd3d4f9774e8cfdba8ad380	ah-puch-private-reference://advisory	1999/CVE-1999-0663.md
advisory	1999/CVE-1999-0664.md	text	535	7a2d511682098b4faa4e90e85ad3c42ac205fad9cb40a36dda8639b70798762d	ah-puch-private-reference://advisory	1999/CVE-1999-0664.md
advisory	1999/CVE-1999-0665.md	text	532	197d76b9ab6ef740a5debf4c21b5bf54b1c281fc3ec373e74b71953a202d9af0	ah-puch-private-reference://advisory	1999/CVE-1999-0665.md
advisory	1999/CVE-1999-0678.md	text	675	ce844d31d07e4d4b7efd45e0f3fb07ba34b60da176187a3347ec787b2e288913	ah-puch-private-reference://advisory	1999/CVE-1999-0678.md
advisory	1999/CVE-1999-0691.md	text	584	53e70842de671dbfafcc9701223d15bb71042d090cb860fa3314fb22f0b1bd56	ah-puch-private-reference://advisory	1999/CVE-1999-0691.md
advisory	1999/CVE-1999-0736.md	text	611	a9665f8995e3f57bbd21e283e35cf1aa6bccbd0ee2e7e3edd6d37fc1ed7bd008	ah-puch-private-reference://advisory	1999/CVE-1999-0736.md
advisory	1999/CVE-1999-0754.md	text	630	5b37650468faa3f2be3b1af5f385b5c4f8ed13459bdad8ee6ba63a6817322c40	ah-puch-private-reference://advisory	1999/CVE-1999-0754.md
advisory	1999/CVE-1999-0815.md	text	671	11928c835fa89212a426cd858119e148db1b235120ac7c7d90712936ae84da31	ah-puch-private-reference://advisory	1999/CVE-1999-0815.md
advisory	1999/CVE-1999-0840.md	text	568	083499276f6559fed463cb21ba400c7d38fb182a0a118e121f0c17d039c4b40e	ah-puch-private-reference://advisory	1999/CVE-1999-0840.md
advisory	1999/CVE-1999-0841.md	text	561	6392d2c352dc38c7b52822329e053b9cd619957b823a6c707d0b911836969bfa	ah-puch-private-reference://advisory	1999/CVE-1999-0841.md
advisory	1999/CVE-1999-0869.md	text	638	c9f6a47fc9d741214745ac2193c910224a428ea4e3e37c158f5af1a42312fb97	ah-puch-private-reference://advisory	1999/CVE-1999-0869.md
advisory	1999/CVE-1999-0874.md	text	661	32d88c47ca75a806606c0778d00bed61ba4a7eab4f52d53b005d476c3a2825e7	ah-puch-private-reference://advisory	1999/CVE-1999-0874.md
advisory	1999/CVE-1999-0892.md	text	581	5ca405e92092a2df2ef7d23410dc3b569e5c3f1ad17552eddc7de67c2d118f42	ah-puch-private-reference://advisory	1999/CVE-1999-0892.md
advisory	1999/CVE-1999-0893.md	text	540	41e00d68b292d27a9d5429fd9e7261fc2d87e40c50e5537a499df7101c8665be	ah-puch-private-reference://advisory	1999/CVE-1999-0893.md
advisory	1999/CVE-1999-0894.md	text	561	b0c562c6823c080acdff2ea368f3b75b09680fd222c1fb90f46ba9de0868f612	ah-puch-private-reference://advisory	1999/CVE-1999-0894.md
advisory	1999/CVE-1999-0898.md	text	614	ad46e15486b802b1fc835f6f11164c5d1a49e5f5a7d1b0dcfe31171ac2fb9e2c	ah-puch-private-reference://advisory	1999/CVE-1999-0898.md
advisory	1999/CVE-1999-0899.md	text	637	799661821273d01132b93dd9c2da27cdfca1125fc22aceee00af7c61887a23ff	ah-puch-private-reference://advisory	1999/CVE-1999-0899.md
advisory	1999/CVE-1999-0901.md	text	536	db77a646f337ed4745a20f4e80c6b5d92377d5ccc9a27799ba008b46bd6318e1	ah-puch-private-reference://advisory	1999/CVE-1999-0901.md
advisory	1999/CVE-1999-0906.md	text	704	eda65fad855e084e7f1f13c2b0f71830fddc12bc94b7685cb9e1218b1b971ad0	ah-puch-private-reference://advisory	1999/CVE-1999-0906.md
advisory	1999/CVE-1999-0937.md	text	554	30928935e629bca75b4fe81f3701d714d271612f9166cbf09a535dbb1adc1c98	ah-puch-private-reference://advisory	1999/CVE-1999-0937.md
advisory	1999/CVE-1999-0940.md	text	565	24362e62108b2aa5e2ebc69c9f065d6971c8014ffc8de030f57bc0c040b3bfc9	ah-puch-private-reference://advisory	1999/CVE-1999-0940.md
advisory	1999/CVE-1999-0942.md	text	603	8699d7f407e790797562f4e947fdee2cfab3aa48568c6ece57e2925cfae3ef90	ah-puch-private-reference://advisory	1999/CVE-1999-0942.md
advisory	1999/CVE-1999-0955.md	text	567	55b1fcd23e423abfd9bba54f675534c7c5326496efa2cee59621e8dfe257f52c	ah-puch-private-reference://advisory	1999/CVE-1999-0955.md
advisory	1999/CVE-1999-0957.md	text	544	9a7f76e4014e5c7c4d13f15f3826413fb5434991a5745b221d54fc38fb15b269	ah-puch-private-reference://advisory	1999/CVE-1999-0957.md
advisory	1999/CVE-1999-0958.md	text	583	86297f2923d950b46bb2b230dce173287cd30f6247ef006907e54b4d42b4ec96	ah-puch-private-reference://advisory	1999/CVE-1999-0958.md
advisory	1999/CVE-1999-0967.md	text	595	66db4b87c1d9714a2fbfd3f90c62b516c68dc765ae6c69742bf0ff3250ac9268	ah-puch-private-reference://advisory	1999/CVE-1999-0967.md
advisory	1999/CVE-1999-0982.md	text	580	a9e11f4227a0a245fa93c7df6e51555a1b2e0da4b9b20ee33380bf0e459db0e6	ah-puch-private-reference://advisory	1999/CVE-1999-0982.md
advisory	1999/CVE-1999-0983.md	text	586	d3ca61c6677a7871fb4700d6a22ef1fa27b336a00efa53287d0b952c677ab0e2	ah-puch-private-reference://advisory	1999/CVE-1999-0983.md
advisory	1999/CVE-1999-0985.md	text	573	23cdb23650666bab967cd80caf7de0764b5b9244c6bba8e527d96e5617f356f7	ah-puch-private-reference://advisory	1999/CVE-1999-0985.md
advisory	1999/CVE-1999-0988.md	text	539	0f408eb0b68e5e95c3700e5ad8da3d0fb62ed7bf825d1ba660b5b5ae7b3b7823	ah-puch-private-reference://advisory	1999/CVE-1999-0988.md
advisory	1999/CVE-1999-0990.md	text	573	273acc57ecc1785fcefdcf229da580548de4ef967974ab072dad9308362e06b9	ah-puch-private-reference://advisory	1999/CVE-1999-0990.md
advisory	1999/CVE-1999-0993.md	text	593	79ed4fce96cb8f8dd7a2431c1ae33f92e23d8241015a80149a3513aa392ad478	ah-puch-private-reference://advisory	1999/CVE-1999-0993.md
advisory	1999/CVE-1999-0998.md	text	527	7bedb69d3eea0297c4314a111518c11320245ad5746664f5ffcd78213c5d07eb	ah-puch-private-reference://advisory	1999/CVE-1999-0998.md
advisory	1999/CVE-1999-0999.md	text	564	a4c44ab07f52ac74a6982249a8a473aa27537840c7c9c0b0f84876067faced4d	ah-puch-private-reference://advisory	1999/CVE-1999-0999.md
advisory	1999/CVE-1999-1000.md	text	569	542e5328fae257c5fef12077669c78551e40cf4d929701ec03e4764dfc823ed6	ah-puch-private-reference://advisory	1999/CVE-1999-1000.md
advisory	1999/CVE-1999-1001.md	text	549	f03b9edef58d824c6b18ebca73ba15c03f90ee38e338c9e11192abe1de764141	ah-puch-private-reference://advisory	1999/CVE-1999-1001.md
advisory	1999/CVE-1999-1010.md	text	595	6b1c3082136d6d46f194f033f779f2a474dcd8d79d0dae12418465498550f357	ah-puch-private-reference://advisory	1999/CVE-1999-1010.md
advisory	1999/CVE-1999-1016.md	text	764	17eb1b2aa019794b47f5c602af9f0bcd372e0f58952b887657935d476327e6dc	ah-puch-private-reference://advisory	1999/CVE-1999-1016.md
advisory	1999/CVE-1999-1053.md	text	875	912048c36cbcdbc0bf3d91159464f4ec85aec3adde976c479e450d23250e3ab1	ah-puch-private-reference://advisory	1999/CVE-1999-1053.md
advisory	1999/CVE-1999-1056.md	text	790	aa21b3e27ff5ec474d9b19e9c74a7cc18900f27083458709f7d6af1122affff8	ah-puch-private-reference://advisory	1999/CVE-1999-1056.md
advisory	1999/CVE-1999-1057.md	text	595	954224eeb72c48eb34d6bb8d7d109acc9f74eae230854b056396242580cf29a4	ah-puch-private-reference://advisory	1999/CVE-1999-1057.md
advisory	1999/CVE-1999-1060.md	text	703	0131c7a6d74f8cc7b13bc999f5a585f3987e13a27b712dae06b029b5170041bb	ah-puch-private-reference://advisory	1999/CVE-1999-1060.md
advisory	1999/CVE-1999-1079.md	text	628	b88b4ab9af9345f35d9325adc3eac9b9c51ae80a9e1d65e78d53db1d4f7198b0	ah-puch-private-reference://advisory	1999/CVE-1999-1079.md
advisory	1999/CVE-1999-1104.md	text	699	b6b9945fbfe0464686a70afb090382293f3d99ece22054d8bbc3a718f6f7f4b6	ah-puch-private-reference://advisory	1999/CVE-1999-1104.md
advisory	1999/CVE-1999-1105.md	text	706	3409ddd16a81ef29aef7774c2436c38b66ca4476fdbeddd4f7d62dfb4ba27ecd	ah-puch-private-reference://advisory	1999/CVE-1999-1105.md
advisory	1999/CVE-1999-1106.md	text	577	7aba663c7370ced11845d8c19b167cbd5bee4f12318c4503697b80876d4aeb1a	ah-puch-private-reference://advisory	1999/CVE-1999-1106.md
advisory	1999/CVE-1999-1115.md	text	619	8f65901587d02410d7e707ce1c6029881cfafd26ce6f5d1c79f5c528f8d17ed2	ah-puch-private-reference://advisory	1999/CVE-1999-1115.md
advisory	1999/CVE-1999-1122.md	text	637	d121024ddb1cd1bcd52b7396510ceb07c5e121f53cc7f7d7435a054256387af7	ah-puch-private-reference://advisory	1999/CVE-1999-1122.md
advisory	1999/CVE-1999-1197.md	text	668	fdbe7e94e79ee2e8d1bd11813f51c6688396d032ad8a5c0b1cebb31056666619	ah-puch-private-reference://advisory	1999/CVE-1999-1197.md
advisory	1999/CVE-1999-1198.md	text	635	31cc17846d63d30dfa225a16ecc97de358ffb26263f225ee126f60af6454c7ea	ah-puch-private-reference://advisory	1999/CVE-1999-1198.md
advisory	1999/CVE-1999-1205.md	text	648	4446231ee710b6122d6e6716d07274dada596ed8011eb66fca67421a44429387	ah-puch-private-reference://advisory	1999/CVE-1999-1205.md
advisory	1999/CVE-1999-1211.md	text	594	084df431cd633a31b8ead24cd71274e9cecd95e4b612b3f045e3fc54cd522d47	ah-puch-private-reference://advisory	1999/CVE-1999-1211.md
advisory	1999/CVE-1999-1212.md	text	593	53b950609ede7bd52cf75cafd6c8f01ea26cd41b941b31419175a18d01a69605	ah-puch-private-reference://advisory	1999/CVE-1999-1212.md
advisory	1999/CVE-1999-1224.md	text	727	38db1a2e03eff3628273441fdf7f77324c11b6e52b079021e175092a6955a272	ah-puch-private-reference://advisory	1999/CVE-1999-1224.md
advisory	1999/CVE-1999-1242.md	text	564	a8a00dd311677668ef0b4c9cafd807d5eef00fee2e7f5b60d198981db674cf73	ah-puch-private-reference://advisory	1999/CVE-1999-1242.md
advisory	1999/CVE-1999-1247.md	text	580	9393e7c60fb4ad3e2b2e124a75d2dbd18d57efeeada45d2e763762bd2483b524	ah-puch-private-reference://advisory	1999/CVE-1999-1247.md
advisory	1999/CVE-1999-1248.md	text	587	83c683c905b85a5fa8c4e062059060c5b733338ec22fefba136cbe1830d503c9	ah-puch-private-reference://advisory	1999/CVE-1999-1248.md
advisory	1999/CVE-1999-1251.md	text	593	23f76fb16426eb7388eff4b301dff25d453d2790849b9ce8da8239716ffcb084	ah-puch-private-reference://advisory	1999/CVE-1999-1251.md
advisory	1999/CVE-1999-1258.md	text	660	fb84c0c8365bebd56f268618baf1ec1a4257e8b0632e246a227431b487489cfb	ah-puch-private-reference://advisory	1999/CVE-1999-1258.md
